title,rating,price,stock,category
This One Moment (Pushing Limits #1),1,48.71,1,Romance
The Zombie Room,5,19.69,1,Default
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",2,36.52,1,Sequential Art
The Tumor,5,41.56,1,Nonfiction
The Silent Wife,5,12.34,1,Fiction
The Silent Twin (Detective Jennifer Knight #3),3,36.25,1,Fantasy
The Selfish Gene,1,29.45,1,Science
The Secret Healer,3,34.56,1,Historical Fiction
The Odyssey,3,29.64,1,Add a comment
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",3,54.12,1,Sequential Art
The Republic,3,33.78,1,Add a comment
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),4,57.7,1,Mystery
The Nicomachean Ethics,1,36.34,1,Philosophy
The Name of the Wind (The Kingkiller Chronicle #1),3,50.59,1,Default
The Mirror & the Maze (The Wrath and the Dawn #1.5),1,29.38,1,Fantasy
The Little Prince,2,45.42,1,Classics
The Light of the Fireflies,1,54.43,1,Add a comment
The Last Girl (The Dominion Trilogy #1),2,36.26,1,Science Fiction
The Iliad,1,16.16,1,Add a comment
The Hook Up (Game On #1),5,36.29,1,New Adult
The Haters,5,27.89,1,Young Adult
The Girl You Lost,5,12.29,1,Mystery
The Girl In The Ice (DCI Erika Foster #1),3,15.85,1,Mystery
The Edge of Reason (Bridget Jones #2),4,19.18,1,Womens Fiction
The End of the Jesus Era (An Investigation #1),1,14.4,1,Nonfiction
The Complete Maus (Maus #1-2),3,10.64,1,Sequential Art
The Story of Hong Gildong,4,43.19,1,Classics
The Communist Manifesto,3,14.76,1,Add a comment
The Bhagavad Gita,3,57.49,1,Religion
The Bette Davis Club,3,30.66,1,Fiction
The Art of Not Breathing,4,40.83,1,Young Adult
Taking Shots (Assassins #1),2,18.88,1,Default
"Skip Beat!, Vol. 01 (Skip Beat! #1)",3,42.12,1,Sequential Art
Shatter Me (Shatter Me #1),1,42.4,1,Default
Shameless,3,58.35,1,New Adult
Shadow Rites (Jane Yellowrock #10),4,21.72,1,Fantasy
Settling the Score (The Summer Games #1),2,44.91,1,Sports and Games
Sense and Sensibility,1,37.46,1,Classics
"Saga, Volume 1 (Saga (Collected Editions) #1)",1,28.48,1,Sequential Art
Paradise Lost (Paradise #1),1,24.96,1,Default
"Rhythm, Chord & Malykhin",2,28.34,1,Romance
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",5,46.96,1,Sequential Art
"Paper Girls, Vol. 1 (Paper Girls #1-5)",4,21.71,1,Sequential Art
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",3,29.87,1,Sequential Art
One Second (Seven #7),2,52.94,1,Fantasy
On the Road (Duluoz Legend),3,32.36,1,Default
Old Records Never Die: One Man's Quest for His Vinyl and His Past,2,55.66,1,Music
Off Sides (Off #1),5,39.45,1,New Adult
Of Mice and Men,2,47.11,1,Classics
Myriad (Prentor #1),4,58.75,1,Fantasy
My Perfect Mistake (Over the Top #1),2,38.92,1,Romance
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",4,39.39,1,Sequential Art
Meditations,2,25.89,1,Philosophy
Origins (Alphas 0.5),1,28.99,1,Fantasy
Matilda,1,28.34,1,Childrens
Starlark,3,25.83,1,Historical Fiction
Sister Sable (The Mad Queen #1),3,13.33,1,Fantasy
Lost Among the Living,4,27.7,1,Historical Fiction
Lord of the Flies,3,24.89,1,Add a comment
Kitchens of the Great Midwest,5,57.2,1,Fiction
Listen to Me (Fusion #1),3,58.99,1,Romance
Jane Eyre,5,38.43,1,Default
Imperfect Harmony,4,34.74,1,Romance
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),4,34.96,1,Science Fiction
Frankenstein,2,38.0,1,Default
"Giant Days, Vol. 1 (Giant Days #1-4)",4,56.76,1,Sequential Art
"Fruits Basket, Vol. 1 (Fruits Basket #1)",5,40.28,1,Sequential Art
Forever Rockers (The Rocker #12),3,28.8,1,Music
Fighting Fate (Fighting #6),3,39.24,1,Romance
Icing (Aces Hockey #2),4,40.44,1,Sports and Games
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",3,45.24,1,Sequential Art
Emma,2,32.93,1,Classics
"Eat, Pray, Love",3,51.32,1,Nonfiction
Deep Under (Walker Security #1),5,47.09,1,Romance
Choosing Our Religion: The Spiritual Lives of America's Nones,4,28.42,1,Religion
Charlie and the Chocolate Factory (Charlie Bucket #1),3,22.85,1,Childrens
Charity's Cross (Charles Towne Belles #4),1,41.24,1,Romance
Bright Lines,5,39.07,1,Fiction
Blood Defense (Samantha Brinkman #1),3,20.3,1,Mystery
Bounty (Colorado Mountain #7),4,37.26,1,Romance
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",5,34.65,1,Sequential Art
Beyond Good and Evil,1,43.38,1,Philosophy
Alice in Wonderland (Alice's Adventures in Wonderland #1),1,55.53,1,Classics
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",4,57.06,1,Sequential Art
Bridget Jones's Diary (Bridget Jones #1),1,29.82,1,Womens Fiction
1st to Die (Women's Murder Club #1),1,53.98,1,Mystery
"1,000 Places to See Before You Die",5,26.08,1,Travel
A Spy's Devotion (The Regency Spies of London #1),5,16.97,1,Historical Fiction
title,rating,price,stock,category
A Light in the Attic,3,51.77,22,Poetry
Sapiens: A Brief History of Humankind,5,54.23,20,History
Tipping the Velvet,1,53.74,20,Historical Fiction
Soumission,1,50.1,20,Fiction
Sharp Objects,4,47.82,20,Mystery
The Requiem Red,1,22.65,19,Young Adult
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",3,17.93,19,Default
The Dirty Little Secrets of Getting Your Dream Job,4,33.34,19,Business
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,4,22.6,19,Default
The Black Maria,1,52.15,19,Poetry
"Starving Hearts (Triangular Trade Trilogy, #1)",2,13.99,19,Default
Shakespeare's Sonnets,4,20.66,19,Poetry
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),5,52.29,19,Sequential Art
Rip it Up and Start Again,5,35.02,19,Music
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",3,57.25,19,Music
Olio,1,23.88,19,Poetry
Mesaerion: The Best Science Fiction Stories 1800-1849,1,37.59,19,Science Fiction
Libertarianism for Beginners,2,51.33,19,Politics
It's Only the Himalayas,2,45.17,19,Travel
In Her Wake,1,12.84,19,Thriller
How Music Works,2,37.32,19,Music
Chase Me (Paris Nights #2),5,25.27,19,Romance
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",3,30.52,19,Food and Drink
Birdsong: A Story in Pictures,3,54.64,19,Childrens
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,3,22.5,19,Default
Black Dust,5,34.53,19,Romance
Aladdin and His Wonderful Lamp,3,53.13,19,Default
Worlds Elsewhere: Journeys Around Shakespeare’s Globe,5,40.3,18,Nonfiction
Wall and Piece,4,44.18,18,Art
The Four Agreements: A Practical Guide to Personal Freedom,5,17.66,18,Spirituality
The Bear and the Piano,1,36.89,18,Childrens
The Elephant Tree,5,23.82,18,Thriller
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,3,31.05,18,Nonfiction
Sophie's World,5,15.94,18,Philosophy
Penny Maybe,3,33.29,18,Default
Maude (1883-1993):She Grew Up with the country,2,18.02,18,Default
"In a Dark, Dark Wood",1,19.63,18,Mystery
Set Me Free,5,17.46,19,Young Adult
Slow States of Collapse: Poems,3,57.31,17,Poetry
You can't bury them all: Poems,2,33.63,17,Poetry
Reasons to Stay Alive,2,26.41,17,Nonfiction
#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,5,23.11,17,Nonfiction
Private Paris (Private #10),5,47.61,17,Fiction
Without Borders (Wanderlove #1),2,45.07,16,New Adult
When We Collided,1,31.77,16,Contemporary
Untitled Collection: Sabbath Poems 2014,4,14.27,16,Poetry
"We Love You, Charlie Freeman",5,50.27,16,Fiction
Unicorn Tracks,3,18.78,16,Fantasy
"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",4,44.18,16,Nonfiction
Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),1,16.28,16,Sequential Art
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",1,25.52,16,History
Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,3,31.12,16,Nonfiction
This One Summer,4,19.49,16,Sequential Art
Thirst,5,17.27,16,Fiction
The Torch Is Passed: A Harding Family Story,1,19.09,16,Add a comment
The Secret of Dreadwillow Carse,1,56.13,16,Childrens
The Past Never Ends,4,56.5,16,Mystery
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",1,56.41,16,Food and Drink
The Natural History of Us (The Fine Art of Pretending #2),3,45.22,16,Young Adult
The Nameless City (The Nameless City #1),4,38.16,16,Sequential Art
The Murder That Never Was (Forensic Instincts #5),3,54.11,16,Fiction
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,4,42.96,16,Science
Behind Closed Doors,4,52.22,18,Thriller
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",4,23.89,16,Add a comment
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,3,16.77,16,Nonfiction
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",5,20.59,16,Default
The Gutsy Girl: Escapades for Your Life of Epic Adventure,1,37.13,16,Nonfiction
The Electric Pencil: Drawings from Inside State Hospital No. 3,1,56.06,16,Nonfiction
The Death of Humanity: and the Case for Life,4,58.11,16,Philosophy
The Art Forger,3,40.76,16,Add a comment
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",3,49.05,16,Health
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,1,19.73,16,History
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,5,32.24,16,Spirituality
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,4,41.83,16,Nonfiction
Soul Reader,2,39.58,16,Default
Security,2,39.25,16,Horror
"Saga, Volume 6 (Saga (Collected Editions) #6)",3,25.02,16,Fantasy
"Saga, Volume 5 (Saga (Collected Editions) #5)",2,51.04,16,Sequential Art
Reskilling America: Learning to Labor in the Twenty-First Century,2,19.83,16,Nonfiction
"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",3,50.4,16,Sequential Art
"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",5,13.61,16,Sequential Art
Princess Between Worlds (Wide-Awake Princess #5),5,13.34,16,Fantasy
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",2,36.28,16,History
"Pop Gun War, Volume 1: Gift",1,18.97,16,Sequential Art
Patience,3,10.16,16,Sequential Art
"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",4,15.44,16,Sequential Art
orange: The Complete Collection 1 (orange: The Complete Collection #1),1,48.41,16,Sequential Art
Online Marketing for Busy Authors: A Step-By-Step Guide,1,46.35,16,Self Help
On a Midnight Clear,3,14.07,16,Add a comment
Obsidian (Lux #1),2,14.86,16,Young Adult
Masks and Shadows,2,56.4,16,Fantasy
My Paris Kitchen: Recipes and Stories,2,33.37,16,Food and Drink
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",4,14.02,16,Food and Drink
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",3,45.61,16,Sequential Art
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2,19.92,16,Sequential Art
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2,53.9,16,Add a comment
"Layered: Baking, Building, and Styling Spectacular Cakes",1,40.11,16,Food and Drink
Join,5,35.67,16,Science Fiction
In the Country We Love: My Family Divided,4,22.0,16,Nonfiction
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,5,57.36,16,Science
"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",2,29.17,16,Sequential Art
I am a Hero Omnibus Volume 1,3,54.63,16,Sequential Art
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2,46.91,16,Sequential Art
How to Be Miserable: 40 Strategies You Already Use,1,46.03,16,Self Help
Her Backup Boyfriend (The Sorensen Family #1),1,33.97,16,Romance
"Giant Days, Vol. 2 (Giant Days #5-8)",2,22.11,16,Sequential Art
Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,3,29.69,16,Historical Fiction
Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,2,54.35,16,Nonfiction
Crown of Midnight (Throne of Glass #2),3,43.29,16,Fantasy
"Codename Baboushka, Volume 1: The Conclave of Death",4,36.72,16,Sequential Art
Fifty Shades Darker (Fifty Shades #2),1,21.96,16,Romance
First and First (Five Boroughs #3),4,15.97,16,Romance
Danganronpa Volume 1,4,51.99,16,Sequential Art
Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,5,29.14,16,Nonfiction
Burning,3,28.81,16,Young Adult
Bossypants,2,49.46,16,Default
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",2,37.97,16,Religion
"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",2,37.92,16,Sequential Art
Algorithms to Live By: The Computer Science of Human Decisions,1,30.81,16,Nonfiction
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",2,28.09,16,Fantasy
A World of Flavor: Your Gluten Free Passport,1,42.95,16,Default
Camp Midnight,4,17.08,16,Sequential Art
"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",5,56.76,16,Default
A Murder in Time,1,16.64,16,Mystery
A Fierce and Subtle Poison,4,28.13,16,Young Adult
A Court of Thorns and Roses (A Court of Thorns and Roses #1),1,52.37,16,Fantasy
(Un)Qualified: How God Uses Broken People to Do Big Things,5,54.0,16,Christian
You Are What You Love: The Spiritual Power of Habit,4,21.87,15,Religion
Tuesday Nights in 1980,2,21.04,15,Fiction
Tracing Numbers on a Train,3,41.6,15,Default
A Flight of Arrows (The Pathfinders #2),5,55.53,16,Historical Fiction
Throne of Glass (Throne of Glass #1),3,35.07,15,Fantasy
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,1,59.64,15,History
Thirteen Reasons Why,1,52.72,15,Default
The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,4,58.08,15,Childrens
The Wedding Dress,1,24.12,15,Romance
The Vacationers,4,42.15,15,Fiction
The Stranger,4,17.44,15,Philosophy
The Shadow Hero (The Shadow Hero),1,33.14,15,Sequential Art
The Secret (The Secret #1),4,27.37,15,Default
The Regional Office Is Under Attack!,5,51.36,15,Fiction
The Psychopath Test: A Journey Through the Madness Industry,2,36.0,15,Default
The Project,1,10.65,15,Science Fiction
The Power of Now: A Guide to Spiritual Enlightenment,2,43.54,15,Nonfiction
The Omnivore's Dilemma: A Natural History of Four Meals,2,38.21,15,Nonfiction
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,5,37.34,15,Food and Drink
The Third Wave: An Entrepreneur’s Vision of the Future,5,12.61,15,Business
The Murder of Roger Ackroyd (Hercule Poirot #4),4,44.1,15,Mystery
The Mistake (Off-Campus #2),3,43.29,15,New Adult
The Matchmaker's Playbook (Wingmen Inc. #1),1,55.85,15,New Adult
The Long Shadow of Small Ghosts: Murder and Memory in an American City,1,10.97,15,Crime
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,2,37.6,15,Food and Drink
The House by the Lake,1,36.95,15,Historical Fiction
The Kite Runner,4,41.82,15,Default
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",4,43.3,15,Science Fiction
The Girl on the Train,2,55.02,15,Default
The Genius of Birds,1,17.24,15,Nonfiction
The Emerald Mystery,2,23.15,15,Default
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,1,41.25,15,Food and Drink
The Artist's Way: A Spiritual Path to Higher Creativity,5,38.49,15,Nonfiction
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,3,32.0,15,Default
The Glittering Court (The Glittering Court #1),1,44.28,15,Fantasy
The Argonauts,2,10.93,15,Autobiography
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,3,27.55,15,Business
Suddenly in Love (Lake Haven #1),2,55.99,15,Romance
Something More Than This,4,16.24,15,Romance
Shoe Dog: A Memoir by the Creator of NIKE,2,23.99,15,Business
So You've Been Publicly Shamed,2,12.23,15,Nonfiction
The Art of War,5,33.34,15,Default
"Shobu Samurai, Project Aryoku (#3)",3,29.06,15,Add a comment
Secrets and Lace (Fatal Hearts #1),1,20.27,15,Default
Scarlett Epstein Hates It Here,5,43.55,15,Young Adult
Soft Apocalypse,2,26.12,15,Science Fiction
Romero and Juliet: A Tragic Tale of Love and Zombies,1,36.94,15,Default
Redeeming Love,5,20.47,15,Christian Fiction
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,1,41.06,15,Default
Poems That Make Grown Women Cry,4,14.19,15,Poetry
"Nightingale, Sing",1,38.28,15,Young Adult
Night Sky with Exit Wounds,1,41.05,15,Poetry
Mrs. Houdini,5,30.25,15,Historical Fiction
Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),1,10.76,15,Default
Modern Romance,5,28.26,15,Add a comment
Louisa: The Extraordinary Life of Mrs. Adams,2,16.85,15,Biography
Little Red,3,13.47,15,Childrens
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,4,57.36,15,Womens Fiction
Large Print Heart of the Pride,2,19.15,15,Default
Hollow City (Miss Peregrine’s Peculiar Children #2),1,42.98,15,Fantasy
Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,4,49.43,15,Travel
Grumbles,2,22.16,15,Default
Frostbite (Vampire Academy #2),5,29.99,15,Young Adult
Follow You Home,1,21.36,15,Horror
Library of Souls (Miss Peregrine’s Peculiar Children #3),5,48.56,15,Young Adult
First Steps for New Christians (Print Edition),1,29.0,15,Default
Finders Keepers (Bill Hodges Trilogy #2),5,53.53,15,Fiction
"Fables, Vol. 1: Legends in Exile (Fables #1)",4,41.62,15,Sequential Art
Drive: The Surprising Truth About What Motivates Us,4,34.95,15,Default
Done Rubbed Out (Reightman & Bailey #1),5,37.72,15,Default
Eureka Trivia 6.0,4,54.59,15,Default
Doing It Over (Most Likely To #1),3,35.61,15,Romance
Dark Notes,5,19.19,15,Erotica
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",3,19.43,15,Nonfiction
Close to You,4,49.46,15,Christian Fiction
Chasing Heaven: What Dying Taught Me About Living,2,37.8,15,Spirituality
Big Magic: Creative Living Beyond Fear,3,30.8,15,Nonfiction
Becoming Wise: An Inquiry into the Mystery and Art of Living,2,27.43,15,Nonfiction
Beauty Restored (Riley Family Legacy Novellas #3),2,11.11,15,Default
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",3,42.16,15,Food and Drink
